Autor;Ano;Número Emenda;Tipo Emenda;Valor Empenhado;UF;Função;Subfunção;Localidade do Gasto;Data do Empenho
ALENCAR SANTANA;2024;20243976;Bancada;R$ 4,065,521,63;MG;Assistência Hospitalar e Ambulatorial;Segurança Pública;RS (UF);24/10/2024
ALENCAR SANTANA;2024;20247928;Comissão;R$ 2,245,246,79;GO;Ensino Superior;Ensino Superior;RJ (UF);25/09/2024
ALENCAR SANTANA;2024;20243881;Comissão;R$ 475,562,75;BA;Infraestrutura Urbana;Ensino Fundamental;SP (UF);10/08/2024
GUILHERME MUSSI FILHO;2024;20241406;Comissão;R$ 3,654,158,06;MG;Vigilância Epidemiológica;Saneamento Básico;PE (UF);04/01/2024
DEPUTADO BACELAR;2024;20249547;Bancada;R$ 878,031,21;PR;Segurança Pública;Vigilância Epidemiológica;RS (UF);05/08/2024
CARLOS ZARATTINI;2024;20247743;Comissão;R$ 4,268,892,75;BA;Atenção Básica à Saúde;Ensino Médio;RS (UF);25/07/2024
DANIEL ALMEIDA;2024;20249347;Comissão;R$ 2,796,570,66;GO;Ensino Superior;Saneamento Básico;GO (UF);27/06/2024
EDUARDO BARBOSA;2024;20241684;Individual;R$ 2,643,155,24;RS;Ensino Superior;Atenção Básica à Saúde;SP (UF);28/08/2024
DANIEL ALMEIDA;2024;20245534;Individual;R$ 2,603,800,97;SC;Ensino Fundamental;Ensino Fundamental;RS (UF);26/05/2024
BACELAR FILHO;2024;20247263;Bancada;R$ 250,165,91;BA;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;RJ (UF);24/05/2024
CARLOS ZARATTINI;2024;20247672;Individual;R$ 1,550,009,50;RJ;Vigilância Epidemiológica;Infraestrutura Urbana;SP (UF);23/05/2024
DEPUTADO EDUARDO BARBOSA;2024;20243660;Bancada;R$ 2,264,803,93;BA;Saneamento Básico;Educação Infantil;PE (UF);25/05/2024
JULIO CESAR RIBEIRO;2024;20249722;Bancada;R$ 3,640,733,02;SC;Saneamento Básico;Segurança Pública;RS (UF);12/11/2024
DEPUTADO BACELAR;2024;20242271;Bancada;R$ 4,988,605,38;PE;Ensino Fundamental;Vigilância Epidemiológica;MG (UF);23/08/2024
DEPUTADO FELIPE BORNIER;2024;20241411;Individual;R$ 244,610,61;RJ;Ensino Médio;Atenção Básica à Saúde;RS (UF);26/03/2024
DEPUTADO GUILHERME MUSSI;2024;20241335;Individual;R$ 4,291,941,71;SP;Ensino Superior;Segurança Pública;SC (UF);13/08/2024
BACELAR;2024;20244809;Comissão;R$ 3,079,216,11;SC;Ensino Fundamental;Vigilância Epidemiológica;RS (UF);18/11/2024
HERCÍLIO DINIZ;2024;20241237;Bancada;R$ 2,163,829,64;SC;Infraestrutura Urbana;Ensino Fundamental;GO (UF);13/08/2024
JULIO CESAR RIBEIRO;2024;20241067;Bancada;R$ 1,064,865,46;MG;Infraestrutura Urbana;Atenção Básica à Saúde;PE (UF);21/09/2024
GUILHERME MUSSI;2024;20248299;Bancada;R$ 2,414,808,07;PE;Ensino Fundamental;Infraestrutura Urbana;RS (UF);04/08/2024
ELICORRÊA;2024;20241343;Comissão;R$ 89,701,84;MG;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;PR (UF);16/11/2024
GUILHERME MUSSI;2024;20241453;Individual;R$ 4,905,331,93;MG;Educação Infantil;Infraestrutura Urbana;RS (UF);18/01/2024
ELICORRÊA;2024;20248901;Comissão;R$ 3,137,344,58;RJ;Ensino Superior;Vigilância Epidemiológica;RS (UF);18/10/2024
ELICORRÊA FILHO;2024;20249974;Individual;R$ 105,023,59;BA;Ensino Fundamental;Infraestrutura Urbana;PR (UF);18/05/2024
GUILHERME MUSSI;2024;20242653;Bancada;R$ 4,135,019,06;GO;Educação Infantil;Vigilância Epidemiológica;PE (UF);20/04/2024
JULIO CESAR RIBEIRO FILHO;2024;20245399;Bancada;R$ 3,476,209,22;DF;Assistência Hospitalar e Ambulatorial;Ensino Médio;PE (UF);26/09/2024
CARLOS ZARATTINI;2024;20245987;Comissão;R$ 1,310,545,88;RS;Infraestrutura Urbana;Ensino Médio;PE (UF);20/03/2024
EDUARDO BARBOSA FILHO;2024;20244463;Bancada;R$ 4,455,981,00;BA;Ensino Superior;Ensino Médio;MG (UF);22/07/2024
ELICORRÊA;2024;20241706;Comissão;R$ 4,944,438,95;RJ;Segurança Pública;Saneamento Básico;MG (UF);02/11/2024
DEPUTADO CARLOS ZARATTINI;2024;20247255;Individual;R$ 3,228,673,56;RJ;Atenção Básica à Saúde;Segurança Pública;MG (UF);08/10/2024
ALENCAR SANTANA;2024;20244341;Individual;R$ 2,438,305,38;RS;Infraestrutura Urbana;Vigilância Epidemiológica;DF (UF);24/07/2024
HERCÍLIO DINIZ;2024;20243047;Comissão;R$ 1,503,214,18;MG;Vigilância Epidemiológica;Ensino Fundamental;MG (UF);07/02/2024
HERCÍLIO DINIZ;2024;20244361;Individual;R$ 4,812,487,25;DF;Ensino Fundamental;Segurança Pública;BA (UF);19/08/2024
ELICORRÊA;2024;20244688;Individual;R$ 2,407,131,09;SC;Ensino Superior;Infraestrutura Urbana;RS (UF);28/12/2024
GUILHERME MUSSI FILHO;2024;20248325;Bancada;R$ 3,885,000,44;BA;Saneamento Básico;Segurança Pública;RJ (UF);25/05/2024
BACELAR;2024;20247225;Individual;R$ 3,518,316,99;GO;Saneamento Básico;Ensino Médio;MG (UF);02/05/2024
HERCÍLIO DINIZ;2024;20247188;Bancada;R$ 34,795,85;MG;Infraestrutura Urbana;Assistência Hospitalar e Ambulatorial;SC (UF);15/11/2024
JULIO CESAR RIBEIRO;2024;20247509;Individual;R$ 694,949,53;RS;Ensino Superior;Segurança Pública;SC (UF);09/12/2024
CARLOS ZARATTINI FILHO;2024;20241368;Comissão;R$ 2,155,847,64;SC;Saneamento Básico;Infraestrutura Urbana;PR (UF);07/11/2024
DEPUTADO EDUARDO BARBOSA;2024;20247829;Comissão;R$ 4,216,344,38;SC;Ensino Médio;Vigilância Epidemiológica;GO (UF);02/11/2024
EDUARDO BARBOSA;2024;20245989;Individual;R$ 2,399,969,28;PR;Ensino Superior;Infraestrutura Urbana;RS (UF);05/07/2024
FELIPE BORNIER;2024;20246485;Comissão;R$ 3,415,680,73;RS;Saneamento Básico;Ensino Fundamental;PR (UF);28/02/2024
DEPUTADO ELICORRÊA;2024;20247405;Comissão;R$ 488,177,93;BA;Infraestrutura Urbana;Ensino Superior;SC (UF);26/07/2024
BACELAR;2024;20247919;Bancada;R$ 4,315,482,70;RJ;Ensino Fundamental;Infraestrutura Urbana;GO (UF);18/06/2024
DANIEL ALMEIDA;2024;20246897;Bancada;R$ 1,448,374,29;DF;Ensino Médio;Infraestrutura Urbana;DF (UF);26/04/2024
DEPUTADO DANIEL ALMEIDA;2024;20247450;Comissão;R$ 712,213,28;MG;Atenção Básica à Saúde;Vigilância Epidemiológica;SP (UF);09/08/2024
ALENCAR SANTANA;2024;20247239;Comissão;R$ 1,916,178,02;PE;Educação Infantil;Ensino Superior;SC (UF);25/08/2024
DEPUTADO JULIO CESAR RIBEIRO;2024;20241964;Bancada;R$ 4,373,769,14;RS;Ensino Fundamental;Educação Infantil;MG (UF);06/10/2024
CARLOS ZARATTINI;2024;20246242;Individual;R$ 60,630,48;PE;Saneamento Básico;Ensino Superior;PR (UF);17/08/2024
CARLOS ZARATTINI;2024;20242691;Comissão;R$ 808,863,15;RS;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;PE (UF);17/03/2024
CARLOS ZARATTINI;2024;20243470;Comissão;R$ 4,082,951,29;SC;Infraestrutura Urbana;Saneamento Básico;PR (UF);12/05/2024
DANIEL ALMEIDA FILHO;2024;20241732;Individual;R$ 507,140,74;RS;Infraestrutura Urbana;Infraestrutura Urbana;BA (UF);14/01/2024
CARLOS ZARATTINI FILHO;2024;20243314;Bancada;R$ 79,716,02;SP;Ensino Fundamental;Ensino Superior;SC (UF);24/01/2024
FELIPE BORNIER;2024;20249492;Bancada;R$ 502,283,58;MG;Atenção Básica à Saúde;Ensino Fundamental;PR (UF);20/02/2024
ALENCAR SANTANA;2024;20245149;Comissão;R$ 1,685,844,63;SP;Ensino Superior;Atenção Básica à Saúde;PR (UF);12/10/2024
HERCÍLIO DINIZ;2024;20245756;Bancada;R$ 1,020,548,90;SC;Ensino Superior;Ensino Fundamental;PR (UF);22/01/2024
DANIEL ALMEIDA;2024;20243551;Comissão;R$ 2,106,738,05;RJ;Ensino Superior;Segurança Pública;RS (UF);04/07/2024
CARLOS ZARATTINI;2024;20249952;Comissão;R$ 1,901,708,31;SC;Vigilância Epidemiológica;Segurança Pública;SC (UF);13/07/2024
BACELAR;2024;20244035;Comissão;R$ 4,028,017,64;RJ;Infraestrutura Urbana;Infraestrutura Urbana;SC (UF);27/03/2024
ELICORRÊA;2024;20244094;Individual;R$ 3,655,325,75;SC;Segurança Pública;Assistência Hospitalar e Ambulatorial;SP (UF);18/07/2024
FELIPE BORNIER;2024;20247295;Individual;R$ 965,336,24;RS;Educação Infantil;Vigilância Epidemiológica;RJ (UF);17/11/2024
HERCÍLIO DINIZ;2024;20248514;Comissão;R$ 896,535,82;RS;Infraestrutura Urbana;Ensino Fundamental;SC (UF);01/05/2024
BACELAR FILHO;2024;20249556;Individual;R$ 565,446,31;SP;Ensino Fundamental;Ensino Médio;RS (UF);15/07/2024
FELIPE BORNIER;2024;20246778;Comissão;R$ 4,101,081,34;MG;Ensino Médio;Vigilância Epidemiológica;RJ (UF);23/01/2024
FELIPE BORNIER;2024;20242876;Comissão;R$ 4,160,982,01;MG;Ensino Fundamental;Atenção Básica à Saúde;GO (UF);09/05/2024
CARLOS ZARATTINI;2024;20244491;Individual;R$ 2,174,448,75;SC;Educação Infantil;Segurança Pública;SP (UF);08/06/2024
FELIPE BORNIER;2024;20245632;Individual;R$ 3,959,250,60;SC;Vigilância Epidemiológica;Saneamento Básico;MG (UF);06/07/2024
EDUARDO BARBOSA;2024;20242709;Comissão;R$ 3,022,937,62;RJ;Vigilância Epidemiológica;Saneamento Básico;SP (UF);15/03/2024
DEPUTADO ELICORRÊA;2024;20241455;Bancada;R$ 1,178,117,13;PR;Educação Infantil;Atenção Básica à Saúde;RJ (UF);01/02/2024
DEPUTADO ELICORRÊA;2024;20243802;Comissão;R$ 2,741,199,37;SP;Ensino Superior;Ensino Médio;RS (UF);24/12/2024
GUILHERME MUSSI;2024;20247299;Comissão;R$ 206,780,99;RS;Ensino Médio;Infraestrutura Urbana;GO (UF);15/07/2024
ALENCAR SANTANA;2024;20243580;Comissão;R$ 4,169,876,04;PR;Segurança Pública;Ensino Médio;RS (UF);21/06/2024
GUILHERME MUSSI;2024;20245459;Bancada;R$ 2,595,426,10;SP;Saneamento Básico;Ensino Fundamental;MG (UF);05/06/2024
DEPUTADO CARLOS ZARATTINI;2024;20247227;Bancada;R$ 1,609,598,49;RS;Ensino Superior;Segurança Pública;MG (UF);16/04/2024
FELIPE BORNIER;2024;20243650;Comissão;R$ 3,309,821,91;RS;Ensino Médio;Ensino Médio;RS (UF);03/11/2024
BACELAR FILHO;2024;20243761;Comissão;R$ 3,532,860,24;DF;Ensino Médio;Ensino Médio;PR (UF);06/09/2024
ELICORRÊA;2024;20245458;Comissão;R$ 357,755,60;MG;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;RS (UF);26/07/2024
GUILHERME MUSSI;2024;20248490;Comissão;R$ 3,366,626,01;RJ;Vigilância Epidemiológica;Ensino Fundamental;BA (UF);06/04/2024
EDUARDO BARBOSA;2024;20243610;Individual;R$ 2,777,552,72;GO;Ensino Superior;Atenção Básica à Saúde;PE (UF);24/12/2024
ALENCAR SANTANA FILHO;2024;20249047;Bancada;R$ 713,470,80;SC;Saneamento Básico;Ensino Superior;DF (UF);14/01/2024
BACELAR;2024;20244312;Comissão;R$ 2,464,797,26;PE;Saneamento Básico;Assistência Hospitalar e Ambulatorial;DF (UF);15/08/2024
ELICORRÊA;2024;20243405;Individual;R$ 4,386,897,49;PR;Segurança Pública;Assistência Hospitalar e Ambulatorial;GO (UF);19/03/2024
ALENCAR SANTANA;2024;20248253;Individual;R$ 795,682,81;RJ;Ensino Superior;Segurança Pública;RJ (UF);08/04/2024
ALENCAR SANTANA;2024;20248267;Bancada;R$ 1,069,822,02;PE;Vigilância Epidemiológica;Saneamento Básico;MG (UF);08/05/2024
DEPUTADO HERCÍLIO DINIZ;2024;20246698;Comissão;R$ 1,739,425,98;PR;Segurança Pública;Segurança Pública;PR (UF);25/10/2024
ELICORRÊA;2024;20244598;Bancada;R$ 4,761,243,69;BA;Ensino Fundamental;Segurança Pública;SP (UF);10/06/2024
DEPUTADO HERCÍLIO DINIZ;2024;20247330;Bancada;R$ 288,959,42;RS;Saneamento Básico;Ensino Médio;MG (UF);08/10/2024
BACELAR;2024;20243129;Bancada;R$ 2,321,694,31;GO;Ensino Fundamental;Ensino Superior;RJ (UF);23/07/2024
DEPUTADO DANIEL ALMEIDA;2024;20242009;Individual;R$ 2,372,796,85;DF;Infraestrutura Urbana;Saneamento Básico;SC (UF);02/03/2024
DEPUTADO ALENCAR SANTANA;2024;20247403;Comissão;R$ 4,730,518,61;PE;Segurança Pública;Atenção Básica à Saúde;RJ (UF);06/08/2024
DEPUTADO HERCÍLIO DINIZ;2024;20249160;Bancada;R$ 1,679,338,42;PR;Educação Infantil;Ensino Fundamental;RS (UF);13/02/2024
DEPUTADO FELIPE BORNIER;2024;20247848;Individual;R$ 2,642,325,60;GO;Saneamento Básico;Atenção Básica à Saúde;SP (UF);06/10/2024
EDUARDO BARBOSA;2024;20241194;Comissão;R$ 403,133,53;PR;Segurança Pública;Infraestrutura Urbana;MG (UF);08/06/2024
DEPUTADO EDUARDO BARBOSA;2024;20247961;Comissão;R$ 2,171,128,37;SP;Atenção Básica à Saúde;Ensino Fundamental;SP (UF);20/06/2024
ELICORRÊA;2024;20247262;Bancada;R$ 3,664,979,59;PR;Ensino Médio;Vigilância Epidemiológica;SC (UF);05/11/2024
ELICORRÊA;2024;20242133;Individual;R$ 215,471,83;SP;Assistência Hospitalar e Ambulatorial;Infraestrutura Urbana;BA (UF);19/01/2024
ALENCAR SANTANA;2024;20248533;Bancada;R$ 3,664,033,67;PR;Segurança Pública;Assistência Hospitalar e Ambulatorial;SC (UF);16/10/2024
FELIPE BORNIER;2024;20246051;Comissão;R$ 1,709,942,00;PR;Segurança Pública;Infraestrutura Urbana;PE (UF);16/08/2024
HERCÍLIO DINIZ;2024;20244680;Individual;R$ 4,934,313,86;PE;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;PE (UF);16/05/2024
CARLOS ZARATTINI;2024;20249549;Comissão;R$ 4,349,208,77;DF;Ensino Médio;Atenção Básica à Saúde;BA (UF);09/08/2024
FELIPE BORNIER;2024;20242781;Bancada;R$ 2,870,426,11;DF;Assistência Hospitalar e Ambulatorial;Educação Infantil;MG (UF);21/10/2024
FELIPE BORNIER;2024;20246773;Individual;R$ 1,211,617,13;SP;Ensino Médio;Saneamento Básico;PE (UF);12/07/2024
CARLOS ZARATTINI;2024;20244654;Individual;R$ 4,037,527,78;PE;Saneamento Básico;Ensino Médio;MG (UF);03/09/2024
BACELAR;2024;20242433;Comissão;R$ 1,827,880,49;RS;Ensino Superior;Ensino Médio;BA (UF);22/03/2024
DANIEL ALMEIDA;2024;20249553;Individual;R$ 4,821,616,30;PE;Ensino Fundamental;Ensino Fundamental;BA (UF);22/05/2024
DEPUTADO ELICORRÊA;2024;20241318;Individual;R$ 4,973,849,11;RJ;Infraestrutura Urbana;Saneamento Básico;SC (UF);20/10/2024
DEPUTADO DANIEL ALMEIDA;2024;20249384;Bancada;R$ 1,145,092,40;PE;Ensino Médio;Educação Infantil;SP (UF);13/03/2024
ELICORRÊA;2024;20247068;Bancada;R$ 4,307,308,79;BA;Infraestrutura Urbana;Atenção Básica à Saúde;MG (UF);05/11/2024
ALENCAR SANTANA;2024;20242445;Individual;R$ 3,048,556,60;RS;Vigilância Epidemiológica;Ensino Médio;SC (UF);06/02/2024
DANIEL ALMEIDA;2024;20243561;Individual;R$ 708,276,05;SC;Infraestrutura Urbana;Ensino Superior;SC (UF);26/12/2024
ELICORRÊA;2024;20243078;Comissão;R$ 286,510,39;SP;Segurança Pública;Ensino Médio;RS (UF);06/02/2024
EDUARDO BARBOSA;2024;20242634;Individual;R$ 638,990,59;BA;Segurança Pública;Ensino Fundamental;BA (UF);19/11/2024
DEPUTADO ELICORRÊA;2024;20247250;Individual;R$ 1,287,836,18;PR;Ensino Superior;Ensino Superior;MG (UF);13/05/2024
ELICORRÊA;2024;20244334;Bancada;R$ 3,701,602,86;DF;Educação Infantil;Vigilância Epidemiológica;PE (UF);17/10/2024
ALENCAR SANTANA;2024;20242864;Bancada;R$ 4,771,834,24;DF;Vigilância Epidemiológica;Ensino Médio;RJ (UF);13/11/2024
FELIPE BORNIER;2024;20244677;Individual;R$ 4,872,746,51;RJ;Ensino Superior;Ensino Superior;RJ (UF);27/09/2024
ELICORRÊA;2024;20245390;Comissão;R$ 2,800,254,56;GO;Assistência Hospitalar e Ambulatorial;Vigilância Epidemiológica;RS (UF);10/06/2024
ALENCAR SANTANA FILHO;2024;20246026;Comissão;R$ 1,436,090,73;GO;Atenção Básica à Saúde;Ensino Fundamental;DF (UF);19/02/2024
CARLOS ZARATTINI;2024;20242445;Bancada;R$ 3,580,285,62;DF;Saneamento Básico;Assistência Hospitalar e Ambulatorial;PR (UF);04/10/2024
GUILHERME MUSSI;2024;20242911;Bancada;R$ 1,285,227,22;PE;Atenção Básica à Saúde;Educação Infantil;SP (UF);27/11/2024
ALENCAR SANTANA FILHO;2024;20244916;Bancada;R$ 3,273,940,37;GO;Segurança Pública;Ensino Fundamental;SP (UF);06/10/2024
DEPUTADO GUILHERME MUSSI;2024;20241213;Comissão;R$ 1,716,601,88;SC;Ensino Médio;Ensino Superior;DF (UF);28/12/2024
DEPUTADO ELICORRÊA;2024;20243435;Comissão;R$ 2,002,424,53;PR;Atenção Básica à Saúde;Educação Infantil;RJ (UF);23/02/2024
CARLOS ZARATTINI FILHO;2024;20248236;Individual;R$ 2,454,723,15;SC;Infraestrutura Urbana;Segurança Pública;SP (UF);06/07/2024
DANIEL ALMEIDA;2024;20241634;Individual;R$ 1,147,804,20;BA;Assistência Hospitalar e Ambulatorial;Educação Infantil;DF (UF);03/02/2024
FELIPE BORNIER;2024;20241577;Bancada;R$ 3,685,925,67;RJ;Educação Infantil;Vigilância Epidemiológica;RJ (UF);03/08/2024
ALENCAR SANTANA;2024;20244136;Bancada;R$ 4,746,384,78;DF;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;SP (UF);08/01/2024
BACELAR;2024;20248027;Individual;R$ 1,096,380,88;RS;Ensino Médio;Ensino Médio;SC (UF);12/02/2024
CARLOS ZARATTINI;2024;20248666;Comissão;R$ 246,548,54;PR;Segurança Pública;Atenção Básica à Saúde;RS (UF);09/11/2024
EDUARDO BARBOSA;2024;20243815;Bancada;R$ 1,114,698,60;BA;Assistência Hospitalar e Ambulatorial;Ensino Médio;GO (UF);03/12/2024
HERCÍLIO DINIZ;2024;20241820;Bancada;R$ 599,006,62;RJ;Educação Infantil;Ensino Superior;GO (UF);28/03/2024
ALENCAR SANTANA;2024;20241194;Comissão;R$ 1,341,363,20;PR;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;SP (UF);20/06/2024
HERCÍLIO DINIZ FILHO;2024;20244827;Bancada;R$ 3,738,081,37;DF;Segurança Pública;Saneamento Básico;RJ (UF);02/05/2024
FELIPE BORNIER;2024;20248310;Individual;R$ 2,805,741,67;PR;Vigilância Epidemiológica;Vigilância Epidemiológica;PR (UF);10/04/2024
ELICORRÊA;2024;20249489;Bancada;R$ 393,815,59;SP;Ensino Fundamental;Segurança Pública;MG (UF);03/12/2024
JULIO CESAR RIBEIRO;2024;20249660;Individual;R$ 2,610,769,84;PE;Segurança Pública;Ensino Médio;DF (UF);05/01/2024
BACELAR;2024;20244316;Comissão;R$ 811,792,19;BA;Segurança Pública;Atenção Básica à Saúde;GO (UF);26/07/2024
JULIO CESAR RIBEIRO FILHO;2024;20243876;Bancada;R$ 4,203,349,45;GO;Ensino Médio;Segurança Pública;PE (UF);18/10/2024
ALENCAR SANTANA;2024;20241372;Bancada;R$ 3,717,482,10;RJ;Saneamento Básico;Ensino Fundamental;SP (UF);04/09/2024
ALENCAR SANTANA;2024;20244133;Individual;R$ 3,826,419,99;RS;Ensino Superior;Ensino Superior;MG (UF);22/07/2024
EDUARDO BARBOSA;2024;20249336;Comissão;R$ 2,492,947,80;BA;Assistência Hospitalar e Ambulatorial;Educação Infantil;RS (UF);01/03/2024
DEPUTADO FELIPE BORNIER;2024;20243672;Individual;R$ 1,868,254,73;PR;Atenção Básica à Saúde;Assistência Hospitalar e Ambulatorial;PE (UF);23/06/2024
BACELAR;2024;20245260;Individual;R$ 3,091,168,39;SP;Segurança Pública;Vigilância Epidemiológica;GO (UF);23/07/2024
DEPUTADO CARLOS ZARATTINI;2024;20245902;Bancada;R$ 2,553,478,15;PR;Ensino Fundamental;Ensino Médio;DF (UF);02/06/2024
CARLOS ZARATTINI;2024;20244863;Bancada;R$ 1,163,446,38;GO;Infraestrutura Urbana;Saneamento Básico;SC (UF);13/04/2024
DANIEL ALMEIDA;2024;20242030;Comissão;R$ 1,678,748,74;DF;Vigilância Epidemiológica;Assistência Hospitalar e Ambulatorial;RJ (UF);01/10/2024
FELIPE BORNIER FILHO;2024;20242842;Comissão;R$ 2,193,663,61;RJ;Ensino Superior;Assistência Hospitalar e Ambulatorial;BA (UF);02/10/2024
GUILHERME MUSSI;2024;20241622;Individual;R$ 327,473,98;BA;Ensino Superior;Ensino Fundamental;SC (UF);22/12/2024
GUILHERME MUSSI;2024;20241937;Bancada;R$ 4,365,893,12;MG;Infraestrutura Urbana;Assistência Hospitalar e Ambulatorial;PR (UF);15/09/2024
BACELAR;2024;20245648;Individual;R$ 4,971,813,62;MG;Infraestrutura Urbana;Saneamento Básico;PE (UF);21/06/2024
CARLOS ZARATTINI FILHO;2024;20243386;Comissão;R$ 4,091,991,59;RJ;Atenção Básica à Saúde;Ensino Superior;PE (UF);05/08/2024
ELICORRÊA FILHO;2024;20245695;Individual;R$ 3,427,465,61;RJ;Ensino Fundamental;Infraestrutura Urbana;RJ (UF);06/04/2024
FELIPE BORNIER;2024;20245371;Comissão;R$ 1,156,522,14;SP;Saneamento Básico;Infraestrutura Urbana;MG (UF);24/12/2024
ALENCAR SANTANA;2024;20247441;Comissão;R$ 122,284,03;RJ;Atenção Básica à Saúde;Ensino Médio;RS (UF);15/12/2024
EDUARDO BARBOSA;2024;20244872;Comissão;R$ 2,561,621,94;PE;Assistência Hospitalar e Ambulatorial;Ensino Superior;MG (UF);16/12/2024
DEPUTADO ALENCAR SANTANA;2024;20249573;Individual;R$ 243,511,53;RJ;Assistência Hospitalar e Ambulatorial;Ensino Fundamental;BA (UF);05/01/2024
DANIEL ALMEIDA;2024;20247230;Bancada;R$ 618,591,76;SP;Atenção Básica à Saúde;Saneamento Básico;BA (UF);15/02/2024
GUILHERME MUSSI;2024;20243675;Individual;R$ 1,017,147,51;RS;Assistência Hospitalar e Ambulatorial;Atenção Básica à Saúde;BA (UF);05/07/2024
EDUARDO BARBOSA;2024;20245097;Comissão;R$ 3,059,258,56;BA;Ensino Superior;Assistência Hospitalar e Ambulatorial;SC (UF);28/02/2024
GUILHERME MUSSI;2024;20247134;Comissão;R$ 183,955,55;DF;Infraestrutura Urbana;Ensino Fundamental;BA (UF);03/03/2024
DANIEL ALMEIDA;2024;20243772;Bancada;R$ 1,957,247,04;SC;Educação Infantil;Atenção Básica à Saúde;DF (UF);02/02/2024
ALENCAR SANTANA;2024;20249120;Comissão;R$ 4,005,114,84;MG;Atenção Básica à Saúde;Ensino Médio;PE (UF);18/02/2024
HERCÍLIO DINIZ FILHO;2024;20247988;Individual;R$ 2,147,315,73;PR;Ensino Fundamental;Atenção Básica à Saúde;RS (UF);10/07/2024
JULIO CESAR RIBEIRO FILHO;2024;20247849;Comissão;R$ 2,185,226,80;DF;Segurança Pública;Assistência Hospitalar e Ambulatorial;GO (UF);09/10/2024
EDUARDO BARBOSA;2024;20246975;Comissão;R$ 3,059,677,54;RS;Saneamento Básico;Atenção Básica à Saúde;SP (UF);18/01/2024
ELICORRÊA FILHO;2024;20243186;Comissão;R$ 3,898,507,45;GO;Saneamento Básico;Ensino Médio;PE (UF);23/01/2024
BACELAR;2024;20242823;Bancada;R$ 4,727,044,07;BA;Atenção Básica à Saúde;Atenção Básica à Saúde;DF (UF);06/06/2024
EDUARDO BARBOSA;2024;20243659;Comissão;R$ 3,649,598,27;MG;Ensino Fundamental;Educação Infantil;PR (UF);23/10/2024
DEPUTADO GUILHERME MUSSI;2024;20242201;Bancada;R$ 1,036,289,03;DF;Segurança Pública;Saneamento Básico;DF (UF);04/02/2024
DEPUTADO FELIPE BORNIER;2024;20246780;Bancada;R$ 561,810,63;RJ;Segurança Pública;Ensino Superior;SP (UF);05/02/2024
DEPUTADO CARLOS ZARATTINI;2024;20242959;Bancada;R$ 4,128,652,36;DF;Vigilância Epidemiológica;Atenção Básica à Saúde;DF (UF);11/03/2024
ELICORRÊA FILHO;2024;20242148;Comissão;R$ 1,186,468,66;PE;Ensino Superior;Atenção Básica à Saúde;RJ (UF);07/04/2024
ELICORRÊA;2024;20244433;Comissão;R$ 4,496,252,46;SP;Ensino Fundamental;Ensino Médio;PE (UF);17/11/2024
BACELAR;2024;20244701;Comissão;R$ 4,095,298,53;DF;Segurança Pública;Ensino Médio;DF (UF);20/02/2024
EDUARDO BARBOSA;2024;20241469;Comissão;R$ 933,483,98;PR;Atenção Básica à Saúde;Ensino Superior;RJ (UF);16/10/2024
HERCÍLIO DINIZ;2024;20247009;Comissão;R$ 2,631,657,11;SP;Ensino Médio;Saneamento Básico;SC (UF);06/12/2024
ELICORRÊA;2024;20248102;Bancada;R$ 4,915,493,26;SP;Assistência Hospitalar e Ambulatorial;Segurança Pública;GO (UF);10/01/2024
DEPUTADO JULIO CESAR RIBEIRO;2024;20241611;Individual;R$ 1,021,168,59;SC;Ensino Médio;Infraestrutura Urbana;SC (UF);16/08/2024
BACELAR;2024;20247159;Individual;R$ 3,213,410,45;MG;Saneamento Básico;Infraestrutura Urbana;RS (UF);24/06/2024
ALENCAR SANTANA;2024;20244101;Bancada;R$ 2,225,739,06;PR;Ensino Superior;Ensino Superior;PR (UF);09/03/2024
ELICORRÊA;2024;20246185;Individual;R$ 1,174,225,45;PR;Educação Infantil;Educação Infantil;GO (UF);05/07/2024
GUILHERME MUSSI FILHO;2024;20242439;Individual;R$ 3,236,419,11;GO;Ensino Superior;Ensino Médio;MG (UF);05/03/2024
CARLOS ZARATTINI;2024;20246170;Individual;R$ 3,128,631,94;RJ;Ensino Superior;Vigilância Epidemiológica;BA (UF);18/11/2024
HERCÍLIO DINIZ;2024;20241733;Bancada;R$ 1,021,218,41;MG;Ensino Fundamental;Assistência Hospitalar e Ambulatorial;SC (UF);02/03/2024
FELIPE BORNIER;2024;20244912;Comissão;R$ 1,248,804,06;RS;Segurança Pública;Segurança Pública;SC (UF);03/12/2024
GUILHERME MUSSI;2024;20246036;Comissão;R$ 1,177,727,02;PE;Infraestrutura Urbana;Segurança Pública;PR (UF);14/12/2024
EDUARDO BARBOSA FILHO;2024;20246460;Individual;R$ 3,459,237,60;RS;Atenção Básica à Saúde;Vigilância Epidemiológica;BA (UF);06/09/2024
DEPUTADO DANIEL ALMEIDA;2024;20247379;Bancada;R$ 4,012,774,04;SP;Educação Infantil;Segurança Pública;RJ (UF);17/04/2024
